14.050500,2126.651076,12156.850000,-11893.060000,0.384888,0.037084,8.094097,12156.850000,3213388613.026186,24934.791637,0.049758,32753.906250 ,0
3.312891,1867.924090,11406.560000,-12756.310000,0.400757,-0.006416,9.921141,12756.310000,2485190019.207580,25238.169142,0.043365,33082.031250 ,0
-4.868562,2356.173565,11872.780000,-12202.920000,0.396973,-0.074962,6.384184,12202.920000,3405467280.626115,24825.113851,0.035459,32355.468750 ,0
8.305016,2472.450788,13563.730000,-13610.180000,0.390503,0.115041,8.404158,13610.180000,4253321160.078117,24072.860808,0.025059,31335.937500 ,0
-5.446516,1886.840765,13327.540000,-13208.520000,0.402222,0.069174,16.173490,13327.540000,2526404337.484079,25486.796076,0.040228,33128.906250 ,0
-3.081313,2927.235891,14060.740000,-14134.660000,0.374146,-0.041465,6.781295,14134.660000,5079876337.813689,24073.471267,0.016775,30281.250000 ,0
3.005937,2873.837922,13358.260000,-13033.130000,0.382690,0.004298,5.727228,13358.260000,5012019731.756703,24381.705643,0.035082,31125.000000 ,0
2.804969,1883.199071,13997.030000,-14281.720000,0.411865,-0.016317,16.345446,14281.720000,2054425916.803126,25352.255060,0.044690,33855.468750 ,0
0.784875,2150.938944,13490.700000,-13471.950000,0.397827,0.074518,11.719808,13490.700000,2996062108.431002,25090.556200,0.047487,32601.562500 ,0
2.654563,2598.006203,15528.070000,-14887.910000,0.382568,-0.018800,10.263213,15528.070000,4798622447.611734,24037.980572,0.013055,29917.968750 ,0
4.327750,2659.197896,14515.180000,-13864.790000,0.374878,-0.002890,7.734570,14515.180000,4896578001.195523,24718.299080,0.019375,30914.062500 ,0
-4.492891,2865.972939,16256.670000,-16196.460000,0.381348,0.026255,8.869331,16256.670000,4940396747.860192,23977.559230,0.017479,30234.375000 ,0
-0.897875,2519.792739,14016.830000,-14456.920000,0.389404,0.054312,8.806969,14456.920000,3676915203.840475,24378.440857,0.024429,30421.875000 ,0
-1.536969,2491.532901,14680.500000,-15791.870000,0.375488,0.017879,11.769829,15791.870000,4388318690.071359,24110.672766,0.018682,30304.687500 ,0
-8.031969,2469.608305,15082.210000,-14836.780000,0.384277,-0.059001,9.405611,15082.210000,4311444111.974320,24778.436868,0.024708,31546.875000 ,0
-3.167531,3029.692702,16117.970000,-16013.480000,0.384888,-0.009716,9.587279,16117.970000,5230453456.258926,23978.811400,0.018769,29496.093750 ,0
-3.903187,2138.938500,11168.120000,-11381.440000,0.400879,0.040179,6.712659,11381.440000,2594531321.908079,25569.081725,0.099050,34476.562500 ,0
-9.334109,1894.239948,13903.550000,-13375.620000,0.398560,-0.051729,15.958694,13903.550000,2493414404.485512,25171.201368,0.076402,33785.156250 ,0
-1.758766,1844.509562,12683.070000,-11969.200000,0.388062,0.002186,9.125850,12683.070000,2318340521.165279,25057.801230,0.047878,32683.593750 ,0
0.025703,3176.173183,18095.080000,-15966.140000,0.393799,0.053382,6.995869,18095.080000,6548053440.559646,24072.630494,0.023412,31089.843750 ,0
-8.128703,3009.341605,18022.430000,-17389.820000,0.375122,-0.005317,7.405461,18022.430000,5487828417.754275,24597.139074,0.057045,31523.437500 ,0
-7.876062,3334.439640,18779.500000,-16659.740000,0.378784,0.041646,6.826291,18779.500000,6913989842.933629,24015.112110,0.025557,29835.937500 ,0
2.067984,3425.129269,16137.420000,-16499.000000,0.378662,-0.038854,5.560665,16499.000000,7998868391.758449,24460.423151,0.035843,30386.718750 ,0
-3.183594,4781.824712,24155.400000,-26488.740000,0.370605,-0.054666,7.842718,26488.740000,14369770185.258682,23582.419869,0.016626,29894.531250 ,0
-5.483047,2642.485262,16841.580000,-17350.370000,0.392212,-0.021696,10.891222,17350.370000,4427759660.597210,24590.304091,0.037794,30656.250000 ,0
1.965016,4783.866794,26239.670000,-25968.950000,0.367188,-0.001887,8.440086,26239.670000,14833785417.493849,23567.704319,0.027238,29496.093750 ,0
-0.336938,3174.721408,16056.220000,-16286.370000,0.373535,0.004665,6.208990,16286.370000,6507175386.881578,24228.365911,0.025277,29671.875000 ,0
-8.188500,4265.604994,27505.880000,-26243.160000,0.381714,0.028761,10.359396,27505.880000,12511762337.052795,23506.855893,0.036124,30328.125000 ,0
2.122359,2742.885129,16802.960000,-16161.320000,0.389282,-0.051564,10.487605,16802.960000,5205502710.429981,24718.616864,0.036628,31265.625000 ,0
2.184375,4673.756513,26450.980000,-26402.870000,0.361694,-0.044175,7.022993,26450.980000,12834527492.891460,23598.900314,0.019336,29414.062500 ,0
-2.048500,3023.822445,16199.460000,-15500.760000,0.378418,-0.018627,5.849551,16199.460000,5879009989.990966,24321.677812,0.034635,30023.437500 ,0
4.838937,4127.190665,24098.990000,-24451.800000,0.359985,-0.038517,8.750033,24451.800000,11224511964.234749,23747.028644,0.016138,29976.562500 ,0
1.547875,2853.497081,15691.920000,-15535.060000,0.384033,0.000825,8.145437,15691.920000,5264553310.097759,24574.079109,0.034634,30656.250000 ,0
5.153875,4272.268553,25707.860000,-24080.030000,0.385132,0.074867,9.772368,25707.860000,11336135525.256077,23622.013615,0.020475,29847.656250 ,0
3.208531,2746.388790,17347.800000,-17248.670000,0.380127,0.035686,10.600562,17347.800000,4811562080.363008,24244.194576,0.035802,30093.750000 ,0
3.879328,5049.528381,25043.010000,-22687.780000,0.366455,0.056328,6.363668,25043.010000,15767194897.041780,23291.685435,0.013060,28617.187500 ,0
0.571937,3283.750277,16971.300000,-17911.630000,0.376221,0.025565,5.265355,17911.630000,6480291882.637300,24095.286282,0.030015,29707.031250 ,0
5.223266,3378.625826,23675.720000,-21985.010000,0.377197,-0.032941,14.015426,23675.720000,7837873098.746846,24125.275412,0.032937,31113.281250 ,0
-6.423141,2215.859267,14387.390000,-14509.930000,0.381470,0.077706,12.482322,14509.930000,3448502033.070493,24663.062458,0.037938,30796.875000 ,0
-2.622266,4874.256462,27212.650000,-25428.780000,0.357422,0.088966,6.898472,27212.650000,14088913511.591976,23203.018058,0.021325,29062.500000 ,0
1.802688,2292.790518,15183.130000,-15730.730000,0.391235,-0.074319,11.649857,15730.730000,3395384764.690217,24682.793205,0.043172,31359.375000 ,0
4.739859,2373.338256,13678.680000,-14655.050000,0.391968,-0.004627,10.773186,14655.050000,3783819903.081337,24734.853794,0.056876,32203.125000 ,0
2.290297,1913.453130,15350.470000,-13800.670000,0.396606,0.137175,13.821653,15350.470000,2250042267.096701,25075.509854,0.048774,32390.625000 ,0
-0.615203,3352.333123,15150.290000,-15084.130000,0.369141,0.028894,5.830141,15150.290000,7437174040.662066,24183.092456,0.030597,31335.937500 ,0
-5.755797,2755.519448,15422.980000,-16665.250000,0.383667,0.024391,7.372171,16665.250000,4856208992.094657,24377.013436,0.027105,29882.812500 ,0
2.725891,2984.559116,17781.880000,-17302.740000,0.376099,0.072729,10.615637,17781.880000,5822262438.803359,24399.789152,0.040220,32015.625000 ,0
-5.669859,2295.364393,17747.000000,-17651.640000,0.392456,0.026768,17.207908,17747.000000,3615909214.080229,24268.374167,0.046873,30492.187500 ,0
-14.785828,4021.993643,19165.690000,-17858.530000,0.372925,0.047659,5.652453,19165.690000,10027232491.252748,23628.820650,0.024926,29835.937500 ,0
-0.313938,2753.559494,17853.260000,-16474.960000,0.371704,-0.013624,8.486313,17853.260000,4637518027.487699,24676.694384,0.038596,30761.718750 ,0
-7.392156,3654.159078,18024.570000,-18137.040000,0.369263,-0.001223,7.037697,18137.040000,9196325792.723827,23722.309643,0.018341,29964.843750 ,0
-4.215438,2471.848711,19232.540000,-16871.420000,0.380615,0.057908,13.439853,19232.540000,3872423620.399069,24911.431978,0.033885,31242.187500 ,0
-8.894891,3433.906343,15986.380000,-18008.270000,0.372437,-0.031973,7.575962,18008.270000,7481710078.317174,23891.033221,0.025905,30773.437500 ,0
4.130406,2758.132650,18303.120000,-19271.940000,0.382324,-0.040070,11.462562,19271.940000,4955367836.841722,24187.023698,0.025989,29507.812500 ,0
-9.038266,4244.240968,19318.640000,-18194.350000,0.357422,0.082830,5.539677,19318.640000,11204757506.198114,23842.395169,0.017924,30363.281250 ,0
14.326344,2828.150348,19081.500000,-18755.390000,0.384277,0.039088,10.105634,19081.500000,5053480658.627529,24700.608685,0.048843,30949.218750 ,0
9.188391,3436.318200,20792.200000,-18221.920000,0.395752,0.038081,11.194729,20792.200000,8385620318.912690,23933.026607,0.030319,30574.218750 ,0
0.167391,2466.092146,19111.890000,-17566.710000,0.389038,-0.041952,15.145579,19111.890000,4292464170.842759,24183.920648,0.037434,29730.468750 ,0
11.278563,4841.339013,20601.050000,-19855.480000,0.367554,0.041664,3.768828,20601.050000,14940739433.474745,23441.594597,0.015243,29226.562500 ,0
-6.548406,2997.046816,17873.090000,-18383.940000,0.372192,-0.019219,8.741317,18383.940000,5520892103.842107,24323.059331,0.033541,29871.093750 ,0
-5.815625,3577.628160,18746.300000,-19644.920000,0.383911,-0.026032,9.731763,19644.920000,8335176291.288881,23958.012987,0.026656,30984.375000 ,0
-6.254031,1963.953559,15551.990000,-15711.320000,0.394531,0.023498,18.608149,15711.320000,2565343487.225810,24571.064903,0.114366,32941.406250 ,0
-10.246609,6410.334191,41597.450000,-40549.640000,0.371582,0.001582,10.974058,41597.450000,28653568867.278561,23614.878347,0.020392,28921.875000 ,0
5.785812,2356.698995,16380.390000,-16600.580000,0.390869,-0.088655,11.654753,16600.580000,3643195142.639661,25105.892445,0.060101,32742.187500 ,0
3.897391,2695.496373,15673.330000,-17912.200000,0.382446,-0.144627,14.086689,17912.200000,5052068416.437349,24147.814063,0.038755,31828.125000 ,0
-2.447531,1569.409628,15809.910000,-15556.380000,0.404053,-0.032849,32.221424,15809.910000,1744564984.505387,25184.158980,0.050148,32695.312500 ,0
1.598750,3313.901618,18337.850000,-17377.530000,0.383301,0.111414,9.277216,18337.850000,7170434129.508803,23892.785454,0.017705,30597.656250 ,0
-2.794516,2625.425469,16408.280000,-18762.870000,0.380371,-0.036253,10.726448,18762.870000,4501105378.513362,24365.482499,0.025981,30199.218750 ,0
-5.779250,2686.796641,17363.080000,-17656.250000,0.392212,-0.071633,16.406304,17656.250000,4722078082.445555,24089.383755,0.025720,31535.156250 ,0
-3.910344,1898.839655,15795.800000,-16487.970000,0.398560,-0.096935,20.158801,16487.970000,2379042074.205926,24866.460485,0.044074,32085.937500 ,0
-3.146969,3455.510208,18486.970000,-19101.900000,0.379395,-0.027529,9.219809,19101.900000,7406046244.929966,23483.993001,0.017495,29824.218750 ,0
-5.447906,2390.432099,15880.510000,-16178.120000,0.389038,-0.100479,12.737856,16178.120000,3684748547.030917,24571.719396,0.031785,31125.000000 ,0
-1.345016,3121.199264,19266.410000,-17985.250000,0.380005,-0.034067,12.958581,19266.410000,6383390422.845696,24189.006907,0.035742,31945.312500 ,0
-0.896719,2537.402718,19992.500000,-19786.130000,0.396729,0.047804,14.581842,19992.500000,3972980665.976710,24626.598816,0.045487,31289.062500 ,0
-1.003234,2700.185388,17743.010000,-19122.820000,0.381226,-0.206389,17.416629,19122.820000,5183295203.789501,23887.238719,0.020883,31312.500000 ,0
4.750766,2373.118435,19661.350000,-19376.420000,0.390137,0.006153,19.460254,19661.350000,4010405707.672768,24576.501967,0.033459,31171.875000 ,0
3.779281,4157.681897,22981.530000,-19518.020000,0.381592,0.105821,8.852276,22981.530000,10629273154.691914,23787.886232,0.032891,30703.125000 ,0
1.240812,2932.739781,18622.610000,-20033.270000,0.383423,-0.072477,11.653877,20033.270000,4978423120.246806,24321.762560,0.025609,30117.187500 ,0
-2.455891,2847.546060,21421.690000,-26205.880000,0.387085,-0.165961,26.721444,26205.880000,5604037994.317894,23805.946759,0.027672,30609.375000 ,0
9.283438,4864.463551,37500.010000,-43692.520000,0.367065,-0.438898,23.974812,43692.520000,16608445916.954052,24022.114191,0.040912,29906.250000 ,0
1.741797,5894.588055,55791.330000,-63139.600000,0.370239,-0.436973,34.321853,63139.600000,14897018443.903164,23460.691730,0.028277,29601.562500 ,0
4.716422,2021.641034,15557.440000,-14572.870000,0.383301,-0.037775,13.889263,15557.440000,2211639895.883605,24624.780549,0.035990,32132.812500 ,0
6.185141,2289.027777,15264.720000,-15154.070000,0.382935,0.024423,9.341840,15264.720000,3173245492.682633,24779.367894,0.043967,32824.218750 ,0
-0.246250,1921.463738,17303.530000,-16680.920000,0.388794,0.093578,19.213971,17303.530000,2596189300.035971,24843.451999,0.035670,31921.875000 ,0
4.827375,2864.293244,19528.760000,-17376.620000,0.370361,0.005259,14.476756,19528.760000,5010648703.906551,23749.561317,0.020319,30621.093750 ,0
2.959750,2126.765611,15420.340000,-13891.910000,0.397461,0.178337,12.831967,15420.340000,2810018336.578614,24563.500200,0.031300,31546.875000 ,0
3.491828,2825.562006,19060.830000,-20813.350000,0.383911,0.090822,14.669811,20813.350000,5231958788.164167,23730.062921,0.029025,30820.312500 ,0
0.065422,2145.975610,15631.540000,-16630.520000,0.403198,0.104847,14.291850,16630.520000,3037787002.801483,24577.172297,0.034696,31371.093750 ,0
4.987234,3425.697259,21001.780000,-20641.420000,0.363647,0.113049,11.307264,21001.780000,7208640999.220015,23557.382614,0.016555,29812.500000 ,0
-4.233047,2030.433919,16881.020000,-16741.590000,0.409790,-0.045599,15.220488,16881.020000,2842020386.126627,24404.093033,0.040807,31593.750000 ,0
0.641797,2814.023886,21056.860000,-20438.490000,0.389526,0.012461,15.958282,21056.860000,4202109969.762395,23894.384879,0.026929,30750.000000 ,0
-3.359031,2339.633144,15742.900000,-15591.100000,0.403198,0.014080,11.725321,15742.900000,3323755541.149467,24655.462399,0.036396,31148.437500 ,0
-8.871906,3161.581212,20346.260000,-21550.310000,0.396484,-0.105581,15.162132,21550.310000,6910061176.273376,23629.573581,0.017605,30187.500000 ,0
2.749891,2514.546286,20028.610000,-18648.750000,0.394897,0.043195,15.091596,20028.610000,4363662590.864665,24484.503531,0.029165,30515.625000 ,0
-6.016172,2901.887993,22685.030000,-22067.230000,0.391602,0.075020,18.097385,22685.030000,4791447802.347372,24489.373112,0.040026,32636.718750 ,0
-1.842938,2373.134155,20042.940000,-17580.290000,0.398438,0.009425,14.480101,20042.940000,3297611063.430924,24624.812147,0.039781,30796.875000 ,0
1.566672,3889.710784,23583.640000,-23290.500000,0.364746,0.013967,12.085557,23583.640000,10267047755.044643,23673.046240,0.022424,29742.187500 ,0
-13.571906,2592.582161,18589.510000,-16405.370000,0.385498,0.067139,10.676042,18589.510000,4467255510.354711,24265.882190,0.029553,30140.625000 ,0
-3.113828,3280.342871,24285.820000,-22597.580000,0.394165,-0.070893,18.650887,24285.820000,7370413436.483003,23640.592575,0.049633,31253.906250 ,0
-6.641953,2285.441438,18106.810000,-18312.960000,0.412720,0.004229,16.421095,18312.960000,3152171338.571690,24888.763385,0.090247,33257.812500 ,0
-11.997109,3600.315739,23529.330000,-22656.550000,0.368408,0.047331,12.564129,23529.330000,7951027559.721117,23341.147733,0.028869,30222.656250 ,0
5.467781,3539.385967,21215.320000,-18695.360000,0.372070,0.038897,5.315996,21215.320000,8328782052.794376,24183.812208,0.019686,29531.250000 ,0
7.961422,2915.219857,24662.860000,-23536.750000,0.384399,-0.095941,21.051950,24662.860000,5754370214.159384,24289.671834,0.032312,30339.843750 ,0
