-520.215625,499.404900,872.000000,-1826.000000,0.114990,0.260867,-0.703922,1826.000000,398230274.755528,17768.951510,0.013341,37605.468750
-192.754167,474.214885,1131.000000,-1408.000000,0.140381,0.040666,-0.673964,1408.000000,192774636.347514,19944.270369,0.024652,38332.031250
82.947396,465.760245,1195.000000,-1237.000000,0.150879,-0.183044,-0.766670,1237.000000,146577649.111299,20210.931595,0.031961,38636.718750
-194.483854,601.662686,1173.000000,-1496.000000,0.083008,0.018366,-1.129229,1496.000000,314908077.399183,19614.741033,0.016335,38566.406250
111.966146,527.930047,1410.000000,-1359.000000,0.124634,-0.079258,-0.684467,1410.000000,197657260.571470,19732.268157,0.027053,38777.343750
135.303646,513.080032,1466.000000,-1490.000000,0.152954,0.002443,-0.446525,1490.000000,208247137.220479,21251.796339,0.024727,38718.750000
-131.906771,657.593743,1254.000000,-1800.000000,0.094727,-0.307397,-0.725984,1800.000000,339703717.099327,19313.685579,0.018476,38484.375000
22.130729,503.693845,1275.000000,-1151.000000,0.150757,0.001064,-0.781726,1275.000000,174786198.081857,20693.764555,0.025201,38871.093750
50.288542,543.412421,1368.000000,-1279.000000,0.111450,0.020864,-1.022386,1368.000000,219451413.920222,21012.211306,0.019877,38824.218750
-155.918229,700.051959,1824.000000,-1981.000000,0.130493,-0.045317,-0.518031,1981.000000,385805054.235290,19203.892308,0.009982,38121.093750
-286.586979,435.600211,913.000000,-1582.000000,0.140503,0.098170,-0.310684,1582.000000,172725693.087773,19697.345692,0.030089,38343.750000
151.025000,593.492875,1744.000000,-1057.000000,0.081787,0.152487,-1.200996,1744.000000,305685303.553022,19807.635320,0.015134,38648.437500
-376.127604,610.727394,1283.000000,-1799.000000,0.119263,-0.045684,-0.820856,1799.000000,347591385.441060,17093.998770,0.018728,38203.125000
-237.459375,559.469443,970.000000,-1808.000000,0.176514,-0.393064,-0.677190,1808.000000,298794798.133707,19765.030518,0.029397,38613.281250
50.956771,661.150166,1951.000000,-1467.000000,0.082764,0.088210,-0.846930,1951.000000,326173099.947334,18924.246399,0.027136,37992.187500
75.937500,694.254961,2133.000000,-1672.000000,0.157959,-0.088504,-0.368250,2133.000000,294671789.232733,19013.923939,0.023497,38496.093750
285.046875,576.628651,1816.000000,-1089.000000,0.118286,0.094154,-0.619142,1816.000000,344130445.899565,19689.901165,0.025610,38519.531250
78.501042,641.192524,2090.000000,-1264.000000,0.090698,0.563396,-0.369524,2090.000000,288023512.683814,19135.947181,0.032954,38062.500000
56.076563,526.080504,1399.000000,-1265.000000,0.096191,0.021164,-0.980909,1399.000000,193791201.656426,20619.688765,0.028987,38578.125000
357.431771,571.125283,1798.000000,-1189.000000,0.097900,-0.123997,-0.595430,1798.000000,386346586.798878,19318.042514,0.015733,38660.156250
