-3.404688,622.336597,1575.000000,-1501.000000,0.120361,-0.220038,-0.866699,1575.000000,269535592.274854,19778.408456,0.030972,37828.125000
307.538542,513.541734,2306.000000,-1516.000000,0.130371,-0.106281,-0.442984,2306.000000,252621736.916250,19563.895714,0.072030,36046.875000
-56.720833,526.917084,1925.000000,-2704.000000,0.171143,-0.456239,0.654609,2704.000000,192693618.189749,20109.731134,0.070555,35707.031250
-157.713021,563.899299,2387.000000,-2314.000000,0.144531,-0.219840,-0.626762,2387.000000,262516428.897981,19709.988664,0.050003,37699.218750
-188.226562,996.566846,9904.000000,-12081.000000,0.195435,-1.067059,29.587146,12081.000000,699344741.785137,22246.034829,0.067011,34289.062500
0.150000,496.118124,1049.000000,-2567.000000,0.168091,-0.724670,0.552234,2567.000000,169936386.970956,20254.151383,0.058576,37136.718750
-197.256771,3272.223812,21888.000000,-25231.000000,0.278931,-0.529791,17.240931,25231.000000,7720580727.583093,21510.898144,0.035586,30058.593750
-145.583854,894.458200,5026.000000,-5745.000000,0.226929,-0.526560,5.619536,5745.000000,583336066.212596,21361.626501,0.071410,32871.093750
6.649479,1595.350161,14946.000000,-15636.000000,0.290039,-0.741952,33.987702,15636.000000,1803971054.459482,21121.561265,0.062547,29824.218750
-198.370313,3161.890060,19190.000000,-24678.000000,0.292725,-0.682940,18.412336,24678.000000,7181035448.075996,20986.590235,0.079330,30375.000000
63.333333,714.900993,4644.000000,-4236.000000,0.154907,-0.219085,5.003285,4644.000000,318039671.700146,21578.897177,0.058549,34570.312500
-57.295833,1345.920047,10978.000000,-10503.000000,0.249756,-0.501610,16.309320,10978.000000,1147358004.091908,20853.713892,0.062988,30363.281250
44.244271,631.828438,3795.000000,-2783.000000,0.139771,0.457260,3.124202,3795.000000,271472633.659490,21417.849331,0.052081,35273.437500
21.442187,665.244660,4740.000000,-2671.000000,0.147583,0.844601,3.253824,4740.000000,305272613.480691,20618.007157,0.044021,35625.000000
79.979167,573.522478,4463.000000,-2288.000000,0.172485,1.144946,5.303090,4463.000000,247167286.782935,21778.417198,0.045559,36691.406250
25.241667,571.517230,2434.000000,-2694.000000,0.090454,0.299676,0.437406,2694.000000,232972985.029998,20072.734969,0.043030,36867.187500
-34.731771,548.787031,3081.000000,-2020.000000,0.197388,0.403297,2.207068,3081.000000,194598044.852082,21371.944458,0.093394,37312.500000
78.277083,529.560084,2951.000000,-2413.000000,0.140015,0.792658,3.352552,2951.000000,216187390.298140,21043.360230,0.042623,37007.812500
-195.349479,571.382689,3137.000000,-2288.000000,0.194336,0.732317,2.581961,3137.000000,250160389.502414,21215.069580,0.103639,35941.406250
16.781250,646.435868,3278.000000,-2611.000000,0.195557,0.101622,0.874958,3278.000000,290860689.319771,21384.585083,0.123731,37078.125000
